Time(S),Current(A)
55.0,0.0030009
55.1,0.0030007
55.2,0.0029932
55.3,0.0006885
55.4,0.0012428
55.5,0.0008794
55.6,0.00067923
55.7,0.00057531
55.8,0.00055428
55.9,0.00047477
56.0,0.0028255
56.1,0.0026075
56.2,0.0027021
56.3,0.0027923
56.4,0.0028589
56.5,0.0029061
56.6,0.0029385
56.7,0.0029618
56.8,0.0029802
56.9,0.0029932
57.0,0.0030007
57.1,0.0030046
57.2,0.0030054
57.3,0.0030005
57.4,0.001781
57.5,0.0015758
57.6,0.00081455
57.7,0.0021149
57.8,0.00050368
57.9,0.0004405
58.0,0.00043436
58.1,0.0010039
58.2,0.00049726
58.3,0.0025985
58.4,0.0026915
58.5,0.0027745
58.6,0.0028436
58.7,0.0028955
58.8,0.0029311
58.9,0.0029555
59.0,0.0029726
59.1,0.0029856
59.2,0.0029944
59.3,0.0029993
59.4,0.0030022
59.5,0.0030036
59.6,0.0030046
59.7,0.0030061
59.8,0.0030075
59.9,0.0030014
