point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20,point_21,point_22,point_23,point_24,point_25,point_26,point_27,point_28,point_29,point_30,point_31,point_32,point_33,point_34,point_35,point_36,point_37,point_38,point_39,point_40,point_41,point_42,point_43,point_44,point_45,point_46,point_47,point_48,point_49,point_50,point_51,point_52,point_53,point_54,point_55,point_56,point_57,point_58,point_59,point_60,point_61,point_62,point_63,point_64,point_65,point_66,point_67,point_68,point_69,point_70,point_71,point_72,point_73,point_74,point_75,point_76,point_77,point_78,point_79,point_80,point_81,point_82,point_83,point_84,point_85,point_86,point_87,point_88,point_89,point_90,point_91,point_92,point_93,point_94,point_95,point_96,point_97,point_98,point_99,point_100,point_101,point_102,point_103,point_104,point_105,point_106,point_107,point_108,point_109,point_110,point_111,point_112,point_113,point_114,point_115,point_116,point_117,point_118,point_119,point_120,point_121,point_122,point_123,point_124,point_125,point_126,point_127,point_128,point_129,point_130,point_131,point_132,point_133,point_134,point_135,point_136,point_137,point_138,point_139,point_140,point_141,point_142,point_143,point_144,point_145,point_146,point_147,point_148,point_149,point_150,point_151,point_152,point_153,point_154,point_155,point_156,point_157,point_158,point_159,point_160,point_161,point_162,point_163,point_164,point_165,point_166,point_167,point_168,point_169,point_170,point_171,point_172,point_173,point_174,point_175,point_176,point_177,point_178,point_179,point_180,point_181,point_182,point_183,point_184,point_185,point_186,point_187,point_188,point_189,point_190,point_191,point_192,point_193,point_194,point_195,point_196,point_197,point_198,point_199
-1.6324518946064053,-1.6284765995712305,-1.6245013045360608,-1.620526009500886,-1.6165507144657163,-1.6125754194305415,-1.608600124395372,-1.6046248293601972,-1.6006495343250275,-1.5966742392898527,-1.5665162055912063,-1.5351113748133436,-1.5037065440354809,-1.472301713257618,-1.4408968824797552,-1.4094920517018925,-1.3780872209240298,-1.346682390146167,-1.3152775593683044,-1.2481553050168512,-1.1774613083080339,-1.1067673115992165,-1.036073314890399,-0.965379318181587,-0.8946853214727696,-0.8239913247639522,-0.75329732805514,-0.6826033313463227,-0.4159303009906525,-0.11831321269074427,0.17930387560916394,0.4769209639090722,0.7745380522089804,1.0721551405088887,1.3697722288087968,1.667389317108705,1.9650064054086132,2.0242684173041625,2.0305626344431844,2.0368568515822063,2.043151068721228,2.0494452858602554,2.0557395029992778,2.0620337201382997,2.0683279372773216,2.0746221544163435,2.0440545448655856,2.002645221582541,1.9612358982994968,1.9198265750164472,1.8784172517334028,1.8370079284503584,1.7955986051673087,1.7541892818842644,1.71277995860122,1.6528192584873667,1.5859017920619667,1.5189843256365667,1.4520668592111614,1.3851493927857614,1.3182319263603564,1.2513144599349562,1.1843969935095562,1.117479527084151,1.0548083985372314,0.9941188943335957,0.9334293901299652,0.8727398859263296,0.812050381722699,0.7513608775190685,0.6906713733154328,0.6299818691118023,0.5692923649081667,0.5191855779421083,0.47512605796894913,0.4310665379957847,0.3870070180226255,0.3429474980494663,0.2988879780763019,0.2548284581031427,0.21076893812998349,0.16670941815682427,0.13286821337634339,0.10610122680618025,0.07933424023602234,0.05256725366585921,0.025800267095696085,-0.0009667194744618404,-0.027733706044624964,-0.05450069261478289,-0.08126767918494601,-0.10221627938544586,-0.11831622427789211,-0.13441616917034355,-0.15051611406278978,-0.16661605895523604,-0.18271600384768746,-0.19881594874013372,-0.21491589363257996,-0.2310158385250314,-0.24178226257862181,-0.24721516579335637,-0.25264806900809095,-0.25808097222283066,-0.26351387543756527,-0.2689467786522998,-0.2743796818670344,-0.2798125850817689,-0.2852454882965087,-0.28161351419618763,-0.2671036873178113,-0.25259386043942983,-0.23808403356105348,-0.22357420668267197,-0.20906437980429565,-0.19455455292591411,-0.1800447260475326,-0.16553489916915629,-0.14286668270722938,-0.10841412573573699,-0.07396156876423937,-0.03950901179274697,-0.005056454821249362,0.029396102150243044,0.06384865912173546,0.09830121609323306,0.13275377306472547,0.1704829368530886,0.21394616257097548,0.2574093882888572,0.30087261400674403,0.34433583972463094,0.38779906544251264,0.43126229116039955,0.47472551687828124,0.5181887425961681,0.550120601124908,0.5573423871054699,0.5645641730860319,0.571785959066599,0.5790077450471609,0.5862295310277228,0.5934513170082848,0.6006731029888519,0.6078948889694138,0.6015645327846177,0.5590951308255232,0.516625728866434,0.47415632690733944,0.4316869249482502,0.3892175229891557,0.3467481210300612,0.3042787190709719,0.26180931711187744,0.21620786451901372,0.1599574397713254,0.10370701502363706,0.04745659027594353,-0.008793834471744802,-0.06504425921943313,-0.12129468396712666,-0.177545108714815,-0.2337955334625033,-0.289154528414431,-0.34050208928540465,-0.39184965015638346,-0.44319721102735704,-0.49454477189833584,-0.5458923327693147,-0.5972398936402883,-0.6485874545112671,-0.6999350153822407,-0.7487076692418007,-0.7811725786957083,-0.8136374881496159,-0.8461023976035287,-0.8785673070574364,-0.9110322165113439,-0.9434971259652516,-0.9759620354191592,-1.0084269448730667,-1.0391270642583297,-1.0521792829571464,-1.0652315016559628,-1.0782837203547795,-1.091335939053596,-1.1043881577524126,-1.117440376451229,-1.1304925951500457,-1.1435448138488622,-1.156063981622506,-1.157389079967566,-1.1587141783126207,-1.1600392766576755,-1.1613643750027356,-1.1626894733477904,-1.1640145716928503,-1.165339670037905,-1.1666647683829652,-1.16798986672802
