Time:,2024/12/13 0:25:49
Mode:,I-t - Amperometric i-t Curve
Range,5.0E-2A
Init E (mV),1000
Run Time (mS),180000
Quiet Time (mS),2000
Sample Int (mS),100
Filter (1-9999),9950

Time(S),Current(A)
6.4000e+000,2.3531e-003
6.5000e+000,2.3702e-003
6.6000e+000,2.3855e-003
6.7000e+000,2.3859e-003
6.8000e+000,2.3967e-003
6.9000e+000,2.4094e-003
7.0000e+000,2.4190e-003
7.1000e+000,2.4289e-003
7.2000e+000,2.4386e-003
7.3000e+000,2.4333e-003
7.4000e+000,2.3822e-003
7.5000e+000,2.3463e-003
7.6000e+000,2.3325e-003
7.7000e+000,2.3243e-003
7.8000e+000,2.3210e-003
7.9000e+000,2.3275e-003
8.0000e+000,2.3427e-003
8.1000e+000,2.3667e-003
8.2000e+000,2.4041e-003
8.3000e+000,2.4314e-003
8.4000e+000,2.4505e-003
8.5000e+000,2.4653e-003
8.6000e+000,2.4785e-003
8.7000e+000,2.4971e-003
8.8000e+000,2.4969e-003
8.9000e+000,2.5028e-003
9.0000e+000,2.5227e-003
9.1000e+000,2.5569e-003
9.2000e+000,2.5730e-003
9.3000e+000,2.5676e-003
9.4000e+000,2.5678e-003
9.5000e+000,2.5744e-003
9.6000e+000,2.5810e-003
9.7000e+000,2.5872e-003
9.8000e+000,2.5932e-003
9.9000e+000,2.5972e-003
1.0000e+001,2.6174e-003
1.0100e+001,2.6446e-003
1.0200e+001,2.6607e-003
1.0300e+001,2.6722e-003
1.0400e+001,2.6833e-003
1.0500e+001,2.6970e-003
1.0600e+001,2.7046e-003
1.0700e+001,2.6942e-003
1.0800e+001,2.6856e-003
1.0900e+001,2.6800e-003
1.1000e+001,2.6789e-003
1.1100e+001,2.6837e-003
1.1200e+001,2.6849e-003
1.1300e+001,2.6909e-003
1.1400e+001,2.6993e-003
1.1500e+001,2.7017e-003
1.1600e+001,2.7097e-003
1.1700e+001,2.7266e-003
1.1800e+001,2.7460e-003
1.1900e+001,2.7408e-003
1.2000e+001,2.7328e-003
1.2100e+001,2.7304e-003
1.2200e+001,2.7299e-003
1.2300e+001,2.7330e-003
1.2400e+001,2.7376e-003
1.2500e+001,2.7372e-003
1.2600e+001,2.7396e-003
1.2700e+001,2.7347e-003
1.2800e+001,2.7415e-003
1.2900e+001,2.7477e-003
1.3000e+001,2.7565e-003
1.3100e+001,2.7731e-003
1.3200e+001,2.7815e-003
1.3300e+001,2.7858e-003
1.3400e+001,2.7910e-003
1.3500e+001,2.7961e-003
1.3600e+001,2.8004e-003
1.3700e+001,2.8068e-003
1.3800e+001,2.8133e-003
1.3900e+001,2.7978e-003
1.4000e+001,2.7206e-003
1.4100e+001,2.6891e-003
1.4200e+001,2.6764e-003
1.4300e+001,2.6824e-003
1.4400e+001,2.7048e-003
1.4500e+001,2.7126e-003
1.4600e+001,2.7170e-003
1.4700e+001,2.7209e-003
1.4800e+001,2.7209e-003
1.4900e+001,2.7309e-003
1.5000e+001,2.7486e-003
1.5100e+001,2.7619e-003
1.5200e+001,2.7722e-003
1.5300e+001,2.7420e-003
1.5400e+001,2.6615e-003
1.5500e+001,2.6227e-003
1.5600e+001,2.6090e-003
1.5700e+001,2.5948e-003
1.5800e+001,2.5823e-003
1.5900e+001,2.5504e-003
1.6000e+001,2.5716e-003
1.6100e+001,2.6339e-003
1.6200e+001,2.6775e-003
1.6300e+001,2.7101e-003
1.6400e+001,2.7298e-003
1.6500e+001,2.7477e-003
1.6600e+001,2.7392e-003
1.6700e+001,2.6867e-003
1.6800e+001,2.6627e-003
1.6900e+001,2.6584e-003
1.7000e+001,2.6613e-003
1.7100e+001,2.6726e-003
1.7200e+001,2.6854e-003
1.7300e+001,2.6800e-003
1.7400e+001,2.7012e-003
1.7500e+001,2.7264e-003
1.7600e+001,2.7447e-003
1.7700e+001,2.7533e-003
1.7800e+001,2.7463e-003
1.7900e+001,2.6828e-003
1.8000e+001,2.6403e-003
1.8100e+001,2.6203e-003
1.8200e+001,2.6126e-003
1.8300e+001,2.6107e-003
1.8400e+001,2.6032e-003
1.8500e+001,2.6284e-003
1.8600e+001,2.6761e-003
1.8700e+001,2.7135e-003
1.8800e+001,2.7393e-003
1.8900e+001,2.7580e-003
1.9000e+001,2.7729e-003
1.9100e+001,2.7509e-003
1.9200e+001,2.7085e-003
1.9300e+001,2.6970e-003
1.9400e+001,2.6982e-003
1.9500e+001,2.7111e-003
1.9600e+001,2.7329e-003
1.9700e+001,2.7393e-003
1.9800e+001,2.7254e-003
1.9900e+001,2.7516e-003
2.0000e+001,2.7791e-003
2.0100e+001,2.7971e-003
2.0200e+001,2.8096e-003
2.0300e+001,2.8180e-003
2.0400e+001,2.8169e-003
2.0500e+001,2.7473e-003
2.0600e+001,2.7228e-003
2.0700e+001,2.7237e-003
2.0800e+001,2.7287e-003
2.0900e+001,2.7387e-003
2.1000e+001,2.7544e-003
2.1100e+001,2.7642e-003
2.1200e+001,2.7617e-003
2.1300e+001,2.7907e-003
2.1400e+001,2.8240e-003
2.1500e+001,2.8514e-003
2.1600e+001,2.8674e-003
2.1700e+001,2.8770e-003
2.1800e+001,2.8478e-003
2.1900e+001,2.7592e-003
2.2000e+001,2.7109e-003
2.2100e+001,2.6875e-003
2.2200e+001,2.6845e-003
2.2300e+001,2.6947e-003
2.2400e+001,2.7047e-003
2.2500e+001,2.6997e-003
2.2600e+001,2.7420e-003
2.2700e+001,2.7922e-003
2.2800e+001,2.8237e-003
2.2900e+001,2.8427e-003
2.3000e+001,2.8544e-003
2.3100e+001,2.8625e-003
2.3200e+001,2.8188e-003
2.3300e+001,2.7408e-003
2.3400e+001,2.7149e-003
2.3500e+001,2.6966e-003
2.3600e+001,2.6857e-003
2.3700e+001,2.6932e-003
2.3800e+001,2.6906e-003
2.3900e+001,2.7031e-003
2.4000e+001,2.7350e-003
2.4100e+001,2.7648e-003
2.4200e+001,2.7840e-003
2.4300e+001,2.7980e-003
2.4400e+001,2.8117e-003
2.4500e+001,2.8172e-003
2.4600e+001,2.7573e-003
2.4700e+001,2.7272e-003
2.4800e+001,2.7117e-003
2.4900e+001,2.7006e-003
2.5000e+001,2.7052e-003
2.5100e+001,2.7055e-003
2.5200e+001,2.6975e-003
2.5300e+001,2.7150e-003
2.5400e+001,2.7428e-003
2.5500e+001,2.7610e-003
2.5600e+001,2.7794e-003
2.5700e+001,2.7987e-003
2.5800e+001,2.8121e-003
2.5900e+001,2.7719e-003
2.6000e+001,2.7517e-003
2.6100e+001,2.7480e-003
2.6200e+001,2.7423e-003
2.6300e+001,2.7377e-003
2.6400e+001,2.7351e-003
2.6500e+001,2.7181e-003
2.6600e+001,2.7124e-003
2.6700e+001,2.7468e-003
2.6800e+001,2.7763e-003
2.6900e+001,2.7965e-003
2.7000e+001,2.8120e-003
2.7100e+001,2.8290e-003
2.7200e+001,2.8261e-003
2.7300e+001,2.7898e-003
2.7400e+001,2.7723e-003
2.7500e+001,2.7633e-003
2.7600e+001,2.7580e-003
2.7700e+001,2.7564e-003
2.7800e+001,2.7523e-003
2.7900e+001,2.7465e-003
2.8000e+001,2.7293e-003
2.8100e+001,2.7179e-003
2.8200e+001,2.7390e-003
2.8300e+001,2.7656e-003
2.8400e+001,2.7818e-003
2.8500e+001,2.7884e-003
2.8600e+001,2.7756e-003
2.8700e+001,2.7319e-003
2.8800e+001,2.7180e-003
2.8900e+001,2.7118e-003
2.9000e+001,2.7114e-003
2.9100e+001,2.7162e-003
2.9200e+001,2.7145e-003
2.9300e+001,2.7167e-003
2.9400e+001,2.7465e-003
2.9500e+001,2.7713e-003
2.9600e+001,2.7889e-003
2.9700e+001,2.7984e-003
2.9800e+001,2.8046e-003
2.9900e+001,2.7926e-003
3.0000e+001,2.7219e-003
3.0100e+001,2.6912e-003
3.0200e+001,2.6830e-003
3.0300e+001,2.6778e-003
3.0400e+001,2.6722e-003
3.0500e+001,2.6556e-003
3.0600e+001,2.6248e-003
3.0700e+001,2.6103e-003
3.0800e+001,2.6040e-003
3.0900e+001,2.5965e-003
3.1000e+001,2.5881e-003
3.1100e+001,2.5821e-003
3.1200e+001,2.5746e-003
3.1300e+001,2.5477e-003
3.1400e+001,2.5153e-003
3.1500e+001,2.5103e-003
3.1600e+001,2.5201e-003
3.1700e+001,2.5220e-003
3.1800e+001,2.5035e-003
3.1900e+001,2.4810e-003
3.2000e+001,2.4549e-003
3.2100e+001,2.4508e-003
3.2200e+001,2.4608e-003
3.2300e+001,2.4692e-003
3.2400e+001,2.4726e-003
3.2500e+001,2.4752e-003
3.2600e+001,2.4691e-003
3.2700e+001,2.4843e-003
3.2800e+001,2.5035e-003
3.2900e+001,2.5219e-003
3.3000e+001,2.5389e-003
3.3100e+001,2.5429e-003
3.3200e+001,2.5188e-003
3.3300e+001,2.4912e-003
3.3400e+001,2.4646e-003
3.3500e+001,2.4580e-003
3.3600e+001,2.4507e-003
3.3700e+001,2.4495e-003
3.3800e+001,2.4644e-003
3.3900e+001,2.4958e-003
3.4000e+001,2.5453e-003
3.4100e+001,2.5966e-003
3.4200e+001,2.6328e-003
3.4300e+001,2.6536e-003
3.4400e+001,2.6673e-003
3.4500e+001,2.6450e-003
3.4600e+001,2.6139e-003
3.4700e+001,2.5808e-003
3.4800e+001,2.5575e-003
3.4900e+001,2.5386e-003
3.5000e+001,2.5292e-003
3.5100e+001,2.5334e-003
3.5200e+001,2.5643e-003
3.5300e+001,2.5945e-003
3.5400e+001,2.6277e-003
3.5500e+001,2.6601e-003
3.5600e+001,2.6901e-003
3.5700e+001,2.7105e-003
3.5800e+001,2.7319e-003
3.5900e+001,2.7363e-003
3.6000e+001,2.7275e-003
3.6100e+001,2.7145e-003
3.6200e+001,2.6962e-003
3.6300e+001,2.6827e-003
3.6400e+001,2.6746e-003
3.6500e+001,2.6826e-003
3.6600e+001,2.6975e-003
3.6700e+001,2.7302e-003
3.6800e+001,2.7674e-003
3.6900e+001,2.7994e-003
3.7000e+001,2.8170e-003
3.7100e+001,2.8327e-003
3.7200e+001,2.8386e-003
3.7300e+001,2.8195e-003
3.7400e+001,2.7861e-003
3.7500e+001,2.7581e-003
3.7600e+001,2.7429e-003
3.7700e+001,2.7450e-003
3.7800e+001,2.7749e-003
3.7900e+001,2.7944e-003
3.8000e+001,2.8056e-003
3.8100e+001,2.8265e-003
3.8200e+001,2.8503e-003
3.8300e+001,2.8646e-003
3.8400e+001,2.8439e-003
3.8500e+001,2.8068e-003
3.8600e+001,2.7665e-003
3.8700e+001,2.7466e-003
3.8800e+001,2.7391e-003
3.8900e+001,2.7397e-003
3.9000e+001,2.7512e-003
3.9100e+001,2.7587e-003
3.9200e+001,2.7496e-003
3.9300e+001,2.7592e-003
3.9400e+001,2.7688e-003
3.9500e+001,2.7635e-003
3.9600e+001,2.7513e-003
3.9700e+001,2.7283e-003
3.9800e+001,2.7057e-003
3.9900e+001,2.6908e-003
4.0000e+001,2.6845e-003
4.0100e+001,2.6835e-003
4.0200e+001,2.6884e-003
4.0300e+001,2.7252e-003
4.0400e+001,2.7636e-003
4.0500e+001,2.7949e-003
4.0600e+001,2.8204e-003
4.0700e+001,2.8400e-003
4.0800e+001,2.8566e-003
4.0900e+001,2.8542e-003
4.1000e+001,2.8322e-003
4.1100e+001,2.8006e-003
4.1200e+001,2.7734e-003
4.1300e+001,2.7527e-003
4.1400e+001,2.7385e-003
4.1500e+001,2.7298e-003
4.1600e+001,2.7288e-003
4.1700e+001,2.7505e-003
4.1800e+001,2.7478e-003
4.1900e+001,2.7355e-003
4.2000e+001,2.7316e-003
4.2100e+001,2.7315e-003
4.2200e+001,2.7355e-003
4.2300e+001,2.7558e-003
4.2400e+001,2.7733e-003
4.2500e+001,2.7566e-003
4.2600e+001,2.7187e-003
4.2700e+001,2.6820e-003
4.2800e+001,2.6614e-003
4.2900e+001,2.6526e-003
4.3000e+001,2.6527e-003
4.3100e+001,2.6595e-003
4.3200e+001,2.6800e-003
4.3300e+001,2.6945e-003
4.3400e+001,2.7050e-003
4.3500e+001,2.7162e-003
4.3600e+001,2.7175e-003
4.3700e+001,2.7120e-003
4.3800e+001,2.7055e-003
4.3900e+001,2.7026e-003
4.4000e+001,2.6885e-003
4.4100e+001,2.6751e-003
4.4200e+001,2.6548e-003
4.4300e+001,2.6469e-003
4.4400e+001,2.6428e-003
4.4500e+001,2.6393e-003
4.4600e+001,2.6427e-003
4.4700e+001,2.6843e-003
4.4800e+001,2.7065e-003
4.4900e+001,2.7261e-003
4.5000e+001,2.7427e-003
4.5100e+001,2.7553e-003
4.5200e+001,2.7622e-003
4.5300e+001,2.7510e-003
4.5400e+001,2.7303e-003
4.5500e+001,2.7021e-003
4.5600e+001,2.6845e-003
4.5700e+001,2.6769e-003
4.5800e+001,2.6739e-003
4.5900e+001,2.6755e-003
4.6000e+001,2.6949e-003
4.6100e+001,2.7461e-003
4.6200e+001,2.7893e-003
4.6300e+001,2.8195e-003
4.6400e+001,2.8389e-003
4.6500e+001,2.8485e-003
4.6600e+001,2.8510e-003
4.6700e+001,2.8541e-003
4.6800e+001,2.8366e-003
4.6900e+001,2.7813e-003
4.7000e+001,2.7516e-003
4.7100e+001,2.7420e-003
4.7200e+001,2.7255e-003
4.7300e+001,2.6963e-003
4.7400e+001,2.6755e-003
4.7500e+001,2.6710e-003
4.7600e+001,2.6755e-003
4.7700e+001,2.6743e-003
4.7800e+001,2.6591e-003
4.7900e+001,2.6655e-003
4.8000e+001,2.6842e-003
4.8100e+001,2.7193e-003
4.8200e+001,2.7782e-003
4.8300e+001,2.7882e-003
4.8400e+001,2.8012e-003
4.8500e+001,2.8286e-003
4.8600e+001,2.8712e-003
4.8700e+001,2.9452e-003
4.8800e+001,3.0142e-003
4.8900e+001,3.0872e-003
4.9000e+001,3.1225e-003
4.9100e+001,3.1410e-003
4.9200e+001,3.1482e-003
4.9300e+001,3.1341e-003
4.9400e+001,3.0767e-003
4.9500e+001,2.9639e-003
4.9600e+001,2.8282e-003
4.9700e+001,2.7380e-003
4.9800e+001,2.6733e-003
4.9900e+001,2.6341e-003
5.0000e+001,2.6080e-003
5.0100e+001,2.5926e-003
5.0200e+001,2.5882e-003
5.0300e+001,2.5700e-003
5.0400e+001,2.5190e-003
5.0500e+001,2.4938e-003
5.0600e+001,2.4953e-003
5.0700e+001,2.5222e-003
5.0800e+001,2.5766e-003
5.0900e+001,2.6167e-003
5.1000e+001,2.6136e-003
5.1100e+001,2.5920e-003
5.1200e+001,2.5764e-003
5.1300e+001,2.5711e-003
5.1400e+001,2.5727e-003
5.1500e+001,2.5769e-003
5.1600e+001,2.5887e-003
5.1700e+001,2.6863e-003
5.1800e+001,2.7580e-003
5.1900e+001,2.8087e-003
5.2000e+001,2.8381e-003
5.2100e+001,2.8503e-003
5.2200e+001,2.8352e-003
5.2300e+001,2.8146e-003
5.2400e+001,2.7906e-003
5.2500e+001,2.7513e-003
5.2600e+001,2.7155e-003
5.2700e+001,2.6986e-003
5.2800e+001,2.6950e-003
5.2900e+001,2.6998e-003
5.3000e+001,2.7628e-003
5.3100e+001,2.7697e-003
5.3200e+001,2.7778e-003
5.3300e+001,2.7942e-003
5.3400e+001,2.8170e-003
5.3500e+001,2.8302e-003
5.3600e+001,2.8230e-003
5.3700e+001,2.8070e-003
5.3800e+001,2.7855e-003
5.3900e+001,2.7687e-003
5.4000e+001,2.7621e-003
5.4100e+001,2.7661e-003
5.4200e+001,2.7829e-003
5.4300e+001,3.1438e-003
5.4400e+001,3.2553e-003
5.4500e+001,3.3229e-003
5.4600e+001,3.3600e-003
5.4700e+001,3.3741e-003
5.4800e+001,3.3626e-003
5.4900e+001,3.3133e-003
5.5000e+001,3.2773e-003
5.5100e+001,3.2327e-003
5.5200e+001,3.2029e-003
5.5300e+001,3.1887e-003
5.5400e+001,3.1897e-003
5.5500e+001,3.2249e-003
5.5600e+001,3.2520e-003
5.5700e+001,3.2740e-003
5.5800e+001,3.2852e-003
5.5900e+001,3.2913e-003
5.6000e+001,3.2931e-003
5.6100e+001,3.2549e-003
5.6200e+001,3.1947e-003
5.6300e+001,3.1198e-003
5.6400e+001,3.0534e-003
5.6500e+001,3.0062e-003
5.6600e+001,2.9793e-003
5.6700e+001,2.9810e-003
5.6800e+001,3.0297e-003
5.6900e+001,3.0720e-003
5.7000e+001,3.0962e-003
5.7100e+001,3.1224e-003
5.7200e+001,3.1223e-003
5.7300e+001,3.0824e-003
5.7400e+001,3.0385e-003
5.7500e+001,2.9953e-003
5.7600e+001,2.9525e-003
5.7700e+001,2.9210e-003
5.7800e+001,2.9025e-003
5.7900e+001,2.8969e-003
5.8000e+001,2.9095e-003
5.8100e+001,2.9865e-003
5.8200e+001,3.0469e-003
5.8300e+001,3.0749e-003
5.8400e+001,3.0969e-003
5.8500e+001,3.1127e-003
5.8600e+001,3.1063e-003
5.8700e+001,3.0597e-003
5.8800e+001,3.0153e-003
5.8900e+001,2.9721e-003
5.9000e+001,2.9393e-003
5.9100e+001,2.9202e-003
5.9200e+001,2.9159e-003
5.9300e+001,2.9606e-003
5.9400e+001,3.0800e-003
5.9500e+001,3.1630e-003
5.9600e+001,3.2162e-003
5.9700e+001,3.2495e-003
5.9800e+001,3.2707e-003
5.9900e+001,3.2742e-003
6.0000e+001,3.2281e-003
6.0100e+001,3.1723e-003
6.0200e+001,3.1240e-003
6.0300e+001,3.0779e-003
6.0400e+001,3.0624e-003
6.0500e+001,3.0557e-003
6.0600e+001,3.0521e-003
6.0700e+001,3.0909e-003
6.0800e+001,3.1635e-003
6.0900e+001,3.2060e-003
6.1000e+001,3.2390e-003
6.1100e+001,3.2634e-003
6.1200e+001,3.2772e-003
6.1300e+001,3.2677e-003
6.1400e+001,3.2269e-003
6.1500e+001,3.1843e-003
6.1600e+001,3.1355e-003
6.1700e+001,3.0918e-003
6.1800e+001,3.0593e-003
6.1900e+001,3.0332e-003
6.2000e+001,3.0211e-003
6.2100e+001,3.0205e-003
6.2200e+001,3.0891e-003
6.2300e+001,3.1877e-003
6.2400e+001,3.2511e-003
6.2500e+001,3.2912e-003
6.2600e+001,3.3171e-003
6.2700e+001,3.3334e-003
6.2800e+001,3.3388e-003
6.2900e+001,3.3150e-003
6.3000e+001,3.2689e-003
6.3100e+001,3.2106e-003
6.3200e+001,3.1593e-003
6.3300e+001,3.1175e-003
6.3400e+001,3.0951e-003
6.3500e+001,3.0909e-003
6.3600e+001,3.0984e-003
6.3700e+001,3.1782e-003
6.3800e+001,3.2307e-003
6.3900e+001,3.2695e-003
6.4000e+001,3.2969e-003
6.4100e+001,3.3170e-003
6.4200e+001,3.3270e-003
6.4300e+001,3.3082e-003
6.4400e+001,3.2596e-003
6.4500e+001,3.2127e-003
6.4600e+001,3.1775e-003
6.4700e+001,3.1522e-003
6.4800e+001,3.1376e-003
6.4900e+001,3.1263e-003
6.5000e+001,3.1264e-003
6.5100e+001,3.1346e-003
6.5200e+001,3.2190e-003
6.5300e+001,3.2798e-003
6.5400e+001,3.3195e-003
6.5500e+001,3.3451e-003
6.5600e+001,3.3565e-003
6.5700e+001,3.3375e-003
6.5800e+001,3.2906e-003
6.5900e+001,3.2382e-003
6.6000e+001,3.1998e-003
6.6100e+001,3.1619e-003
6.6200e+001,3.1477e-003
6.6300e+001,3.1373e-003
6.6400e+001,3.1411e-003
6.6500e+001,3.1536e-003
6.6600e+001,3.2343e-003
6.6700e+001,3.2867e-003
6.6800e+001,3.3246e-003
6.6900e+001,3.3539e-003
6.7000e+001,3.3736e-003
6.7100e+001,3.3710e-003
6.7200e+001,3.3354e-003
6.7300e+001,3.2944e-003
6.7400e+001,3.2622e-003
6.7500e+001,3.2388e-003
6.7600e+001,3.2185e-003
6.7700e+001,3.2086e-003
6.7800e+001,3.2197e-003
6.7900e+001,3.2384e-003
6.8000e+001,3.3058e-003
6.8100e+001,3.3607e-003
6.8200e+001,3.3974e-003
6.8300e+001,3.4208e-003
6.8400e+001,3.4295e-003
6.8500e+001,3.4292e-003
6.8600e+001,3.4138e-003
6.8700e+001,3.3869e-003
6.8800e+001,3.3690e-003
6.8900e+001,3.3475e-003
6.9000e+001,3.3335e-003
6.9100e+001,3.3265e-003
6.9200e+001,3.3207e-003
6.9300e+001,3.3267e-003
6.9400e+001,3.3453e-003
6.9500e+001,3.4046e-003
6.9600e+001,3.4520e-003
6.9700e+001,3.4833e-003
6.9800e+001,3.4901e-003
6.9900e+001,3.4909e-003
7.0000e+001,3.4761e-003
7.0100e+001,3.4492e-003
7.0200e+001,3.4197e-003
7.0300e+001,3.3923e-003
7.0400e+001,3.3755e-003
7.0500e+001,3.3691e-003
7.0600e+001,3.3712e-003
7.0700e+001,3.3893e-003
7.0800e+001,3.3844e-003
7.0900e+001,3.3569e-003
7.1000e+001,3.3519e-003
7.1100e+001,3.3528e-003
7.1200e+001,3.3421e-003
7.1300e+001,3.3027e-003
7.1400e+001,3.2734e-003
7.1500e+001,3.2530e-003
7.1600e+001,3.2730e-003
7.1700e+001,3.3014e-003
7.1800e+001,3.3330e-003
7.1900e+001,3.3664e-003
7.2000e+001,3.3995e-003
7.2100e+001,3.4696e-003
7.2200e+001,3.5030e-003
7.2300e+001,3.5349e-003
7.2400e+001,3.5625e-003
7.2500e+001,3.5803e-003
7.2600e+001,3.5890e-003
7.2700e+001,3.5900e-003
7.2800e+001,3.5679e-003
7.2900e+001,3.5387e-003
7.3000e+001,3.5153e-003
7.3100e+001,3.5056e-003
7.3200e+001,3.5157e-003
7.3300e+001,3.5462e-003
7.3400e+001,3.6285e-003
7.3500e+001,3.6958e-003
7.3600e+001,3.7298e-003
7.3700e+001,3.7354e-003
7.3800e+001,3.7298e-003
7.3900e+001,3.7103e-003
7.4000e+001,3.6816e-003
7.4100e+001,3.6502e-003
7.4200e+001,3.6249e-003
7.4300e+001,3.6129e-003
7.4400e+001,3.6140e-003
7.4500e+001,3.6314e-003
7.4600e+001,3.6930e-003
7.4700e+001,3.7402e-003
7.4800e+001,3.7679e-003
7.4900e+001,3.7814e-003
7.5000e+001,3.7780e-003
7.5100e+001,3.7474e-003
7.5200e+001,3.7087e-003
7.5300e+001,3.6627e-003
7.5400e+001,3.6228e-003
7.5500e+001,3.5963e-003
7.5600e+001,3.5811e-003
7.5700e+001,3.5780e-003
7.5800e+001,3.6055e-003
7.5900e+001,3.6400e-003
7.6000e+001,3.6778e-003
7.6100e+001,3.7023e-003
7.6200e+001,3.7161e-003
7.6300e+001,3.7081e-003
7.6400e+001,3.6859e-003
7.6500e+001,3.6552e-003
7.6600e+001,3.6195e-003
7.6700e+001,3.5852e-003
7.6800e+001,3.5595e-003
7.6900e+001,3.5480e-003
7.7000e+001,3.5471e-003
7.7100e+001,3.5548e-003
7.7200e+001,3.5780e-003
7.7300e+001,3.6199e-003
7.7400e+001,3.6355e-003
7.7500e+001,3.6514e-003
7.7600e+001,3.6647e-003
7.7700e+001,3.6672e-003
7.7800e+001,3.6451e-003
7.7900e+001,3.6173e-003
7.8000e+001,3.5818e-003
7.8100e+001,3.5541e-003
7.8200e+001,3.5350e-003
7.8300e+001,3.5251e-003
7.8400e+001,3.5235e-003
7.8500e+001,3.5294e-003
7.8600e+001,3.5452e-003
7.8700e+001,3.5949e-003
7.8800e+001,3.6460e-003
7.8900e+001,3.6581e-003
7.9000e+001,3.6668e-003
7.9100e+001,3.6758e-003
7.9200e+001,3.6806e-003
7.9300e+001,3.6763e-003
7.9400e+001,3.6538e-003
7.9500e+001,3.6190e-003
7.9600e+001,3.5875e-003
7.9700e+001,3.5633e-003
7.9800e+001,3.5454e-003
7.9900e+001,3.5342e-003
8.0000e+001,3.5376e-003
8.0100e+001,3.5517e-003
8.0200e+001,3.5722e-003
8.0300e+001,3.6400e-003
8.0400e+001,3.7242e-003
8.0500e+001,3.7730e-003
8.0600e+001,3.7984e-003
8.0700e+001,3.8086e-003
8.0800e+001,3.8094e-003
8.0900e+001,3.7743e-003
8.1000e+001,3.7284e-003
8.1100e+001,3.6834e-003
8.1200e+001,3.6437e-003
8.1300e+001,3.6233e-003
8.1400e+001,3.6178e-003
8.1500e+001,3.6176e-003
8.1600e+001,3.6245e-003
8.1700e+001,3.6372e-003
8.1800e+001,3.6747e-003
8.1900e+001,3.7658e-003
8.2000e+001,3.8164e-003
8.2100e+001,3.8492e-003
8.2200e+001,3.8667e-003
8.2300e+001,3.8754e-003
8.2400e+001,3.8807e-003
8.2500e+001,3.8615e-003
8.2600e+001,3.8120e-003
8.2700e+001,3.7732e-003
8.2800e+001,3.7326e-003
8.2900e+001,3.7049e-003
8.3000e+001,3.6877e-003
8.3100e+001,3.6865e-003
8.3200e+001,3.7017e-003
8.3300e+001,3.7415e-003
8.3400e+001,3.8621e-003
8.3500e+001,3.9050e-003
8.3600e+001,3.9255e-003
8.3700e+001,3.9420e-003
8.3800e+001,3.9565e-003
8.3900e+001,3.9295e-003
8.4000e+001,3.8809e-003
8.4100e+001,3.8294e-003
8.4200e+001,3.7752e-003
8.4300e+001,3.7374e-003
8.4400e+001,3.7154e-003
8.4500e+001,3.7035e-003
8.4600e+001,3.7163e-003
8.4700e+001,3.7965e-003
8.4800e+001,3.8245e-003
8.4900e+001,3.8415e-003
8.5000e+001,3.8562e-003
8.5100e+001,3.8702e-003
8.5200e+001,3.8549e-003
8.5300e+001,3.8072e-003
8.5400e+001,3.7607e-003
8.5500e+001,3.7116e-003
8.5600e+001,3.6824e-003
8.5700e+001,3.6650e-003
8.5800e+001,3.6569e-003
8.5900e+001,3.6593e-003
8.6000e+001,3.6692e-003
