Time:,2024/12/13 0:21:24
Mode:,I-t - Amperometric i-t Curve
Range,5.0E-2A
Init E (mV),2000
Run Time (mS),180000
Quiet Time (mS),2000
Sample Int (mS),100
Filter (1-9999),9950

Time(S),Current(A)
5.1600e+001,-1.9696e-006
5.1700e+001,-2.2536e-006
5.1800e+001,-2.1223e-006
5.1900e+001,-2.7444e-006
5.2000e+001,-1.9738e-006
5.2100e+001,-2.2627e-006
5.2200e+001,-2.6673e-006
5.2300e+001,-2.3058e-006
5.2400e+001,-2.5683e-006
5.2500e+001,-2.7547e-006
5.2600e+001,-2.2784e-006
5.2700e+001,-2.3832e-006
5.2800e+001,-2.4331e-006
5.2900e+001,-3.1502e-006
5.3000e+001,-2.7739e-006
5.3100e+001,-2.6100e-006
5.3200e+001,-2.4214e-006
5.3300e+001,-2.7067e-006
5.3400e+001,-2.9408e-006
5.3500e+001,-2.0485e-006
5.3600e+001,-2.4506e-006
5.3700e+001,-2.2977e-006
5.3800e+001,-1.9218e-006
5.3900e+001,-2.4330e-006
5.4000e+001,-3.2173e-006
5.4100e+001,-2.4689e-006
5.4200e+001,-2.3054e-006
5.4300e+001,-2.9410e-006
5.4400e+001,-2.8337e-006
5.4500e+001,-2.1331e-006
5.4600e+001,-2.6862e-006
5.4700e+001,-2.8409e-006
5.4800e+001,-2.6131e-006
5.4900e+001,-2.4452e-006
5.5000e+001,-2.5017e-006
5.5100e+001,-2.1673e-006
5.5200e+001,-2.7079e-006
5.5300e+001,-2.4220e-006
5.5400e+001,-2.1115e-006
5.5500e+001,-3.1097e-006
5.5600e+001,-2.0412e-006
5.5700e+001,-2.6389e-006
5.5800e+001,-2.3994e-006
5.5900e+001,-2.8114e-006
5.6000e+001,-2.0409e-006
5.6100e+001,-2.5239e-006
5.6200e+001,-2.5817e-006
5.6300e+001,-2.0006e-006
5.6400e+001,-2.6673e-006
5.6500e+001,-2.9122e-006
5.6600e+001,-2.2545e-006
5.6700e+001,-2.0768e-006
5.6800e+001,-2.9928e-006
5.6900e+001,-2.4359e-006
5.7000e+001,-2.5572e-006
5.7100e+001,-2.3839e-006
5.7200e+001,-2.2525e-006
5.7300e+001,-2.7879e-006
5.7400e+001,-2.9915e-006
5.7500e+001,-2.4924e-006
5.7600e+001,-2.1784e-006
5.7700e+001,-2.4952e-006
5.7800e+001,-2.3283e-006
5.7900e+001,-2.3890e-006
5.8000e+001,-2.7185e-006
5.8100e+001,-2.4004e-006
5.8200e+001,-2.5624e-006
5.8300e+001,-2.0270e-006
5.8400e+001,-2.3288e-006
5.8500e+001,-2.4802e-006
5.8600e+001,-2.4855e-006
5.8700e+001,-2.4154e-006
5.8800e+001,-3.0529e-006
5.8900e+001,-2.3847e-006
5.9000e+001,-1.9174e-006
5.9100e+001,-2.4613e-006
5.9200e+001,-2.5108e-006
5.9300e+001,-2.1630e-006
5.9400e+001,-2.4656e-006
5.9500e+001,-2.6753e-006
5.9600e+001,-2.6486e-006
5.9700e+001,-2.5057e-006
5.9800e+001,-3.2900e-006
5.9900e+001,-2.1717e-006
6.0000e+001,-2.8539e-006
6.0100e+001,-2.2236e-006
6.0200e+001,-2.7888e-006
6.0300e+001,-2.4214e-006
6.0400e+001,-2.5802e-006
6.0500e+001,-2.7411e-006
6.0600e+001,-2.5687e-006
