数据名单电势阶跃记时电流CASE2024年4月1日  14:33:00
时间: 2024/4/1 14:33:27
线数1	点数8153
5.13	0.247505111850337	
5.14	0.247505111850337	
5.15	0.247505111850337	
5.16	0.246894741660817	
5.17	0.247505111850337	
5.18	0.247505111850337	
5.19	0.247199926755577	
5.2	0.246894741660817	
5.21	0.247199926755577	
5.22	0.246894741660817	
5.23	0.246894741660817	
5.24	0.247505111850337	
5.25	0.247199926755577	
5.26	0.247505111850337	
5.27	0.247505111850337	
5.28	0.247199926755577	
5.29	0.247199926755577	
5.3	0.247199926755577	
5.31	0.247505111850337	
5.32	0.247505111850337	
5.33	0.246894741660817	
5.34	0.247505111850337	
5.35	0.246894741660817	
5.36	0.246894741660817	
5.37	0.246894741660817	
5.38	0.246894741660817	
5.39	0.246894741660817	
5.4	0.247505111850337	
5.41	0.246894741660817	
5.42	0.247505111850337	
5.43	0.246894741660817	
5.44	0.246894741660817	
5.45	0.246894741660817	
5.46	0.246894741660817	
5.47	0.247199926755577	
5.48	0.246894741660817	
5.49	0.246894741660817	
5.5	0.246894741660817	
5.51	0.246894741660817	
5.52	0.247505111850337	
5.53	0.246894741660817	
5.54	0.246894741660817	
5.55	0.246894741660817	
5.56	0.246894741660817	
5.57	0.246894741660817	
5.58	0.246894741660817	
5.59	0.246894741660817	
5.6	0.246894741660817	
5.61	0.246894741660817	
5.62	0.246894741660817	
5.63	0.246894741660817	
5.64	0.246894741660817	
5.65	0.246894741660817	
5.66	0.246894741660817	
5.67	0.246894741660817	
5.68	0.247505111850337	
5.69	0.246894741660817	
5.7	0.246894741660817	
5.71	0.246894741660817	
5.72	0.246894741660817	
5.73	0.246894741660817	
5.74	0.246894741660817	
5.75	0.246894741660817	
5.76	0.246894741660817	
5.77	0.246894741660817	
5.78	0.247505111850337	
5.79	0.246894741660817	
5.8	0.247505111850337	
5.81	0.246894741660817	
5.82	0.247505111850337	
5.83	0.246894741660817	
5.84	0.247199926755577	
5.85	0.246894741660817	
5.86	0.246894741660817	
5.87	0.247199926755577	
5.88	0.247505111850337	
5.89	0.247505111850337	
5.9	0.246894741660817	
5.91	0.247505111850337	
5.92	0.246894741660817	
5.93	0.247199926755577	
5.94	0.246894741660817	
5.95	0.246894741660817	
5.96	0.246894741660817	
5.97	0.247505111850337	
5.98	0.246894741660817	
5.99	0.247505111850337	
6	0.247505111850337	
6.01	0.246894741660817	
6.02	0.246894741660817	
6.03	0.247505111850337	
6.04	0.246894741660817	
6.05	0.246894741660817	
6.06	0.246894741660817	
6.07	0.246894741660817	
6.08	0.246894741660817	
6.09	0.246894741660817	
6.1	0.247199926755577	
6.11	0.247505111850337	
6.12	0.247505111850337	
6.13	0.246894741660817	
6.14	0.246894741660817	
6.15	0.246894741660817	
6.16	0.246894741660817	
6.17	0.247505111850337	
6.18	0.246894741660817	
6.19	0.246894741660817	
6.2	0.246894741660817	
6.21	0.247505111850337	
6.22	0.247199926755577	
6.23	0.247505111850337	
6.24	0.246894741660817	
6.25	0.247505111850337	
6.26	0.247505111850337	
6.27	0.247505111850337	
6.28	0.246894741660817	
6.29	0.246894741660817	
6.3	0.246894741660817	
6.31	0.246894741660817	
6.32	0.247505111850337	
6.33	0.246894741660817	
6.34	0.246894741660817	
6.35	0.246894741660817	
6.36	0.246894741660817	
6.37	0.246894741660817	
6.38	0.247505111850337	
6.39	0.246894741660817	
6.4	0.246894741660817	
6.41	0.247505111850337	
6.42	0.246894741660817	
6.43	0.247505111850337	
6.44	0.247505111850337	
6.45	0.246894741660817	
6.46	0.246894741660817	
6.47	0.246894741660817	
6.48	0.246894741660817	
6.49	0.246894741660817	
6.5	0.247505111850337	
6.51	0.246589556566057	
6.52	0.247505111850337	
6.53	0.246589556566057	
6.54	0.246894741660817	
6.55	0.246894741660817	
6.56	0.246894741660817	
6.57	0.246894741660817	
6.58	0.246894741660817	
6.59	0.246894741660817	
6.6	0.246894741660817	
6.61	0.246894741660817	
6.62	0.246894741660817	
6.63	0.247199926755577	
6.64	0.246894741660817	
6.65	0.247199926755577	
6.66	0.247199926755577	
6.67	0.246894741660817	
6.68	0.247505111850337	
6.69	0.246894741660817	
6.7	0.246894741660817	
6.71	0.246894741660817	
6.72	0.246894741660817	
6.73	0.247199926755577	
6.74	0.246284371471297	
6.75	0.247505111850337	
6.76	0.247505111850337	
6.77	0.246894741660817	
6.78	0.246284371471297	
6.79	0.246894741660817	
6.8	0.246894741660817	
6.81	0.246894741660817	
6.82	0.247199926755577	
6.83	0.246589556566057	
6.84	0.246894741660817	
6.85	0.246894741660817	
6.86	0.246894741660817	
6.87	0.246894741660817	
6.88	0.246894741660817	
6.89	0.246894741660817	
6.9	0.246894741660817	
6.91	0.246894741660817	
6.92	0.246894741660817	
6.93	0.246589556566057	
6.94	0.246894741660817	
6.95	0.246894741660817	
6.96	0.246894741660817	
6.97	0.246894741660817	
6.98	0.246284371471297	
6.99	0.246284371471297	
7	0.246894741660817	
7.01	0.246894741660817	
7.02	0.246894741660817	
7.03	0.246284371471297	
7.04	0.246284371471297	
7.05	0.246284371471297	
7.06	0.246894741660817	
7.07	0.246284371471297	
7.08	0.246894741660817	
7.09	0.246284371471297	
7.1	0.246284371471297	
7.11	0.246894741660817	
7.12	0.246284371471297	
7.13	0.245674001281777	
7.14	0.246284371471297	
7.15	0.245979186376537	
7.16	0.246284371471297	
7.17	0.245674001281777	
7.18	0.246284371471297	
7.19	0.245674001281777	
7.2	0.245979186376537	
7.21	0.245674001281777	
7.22	0.246284371471297	
7.23	0.245979186376537	
7.24	0.246284371471297	
7.25	0.245979186376537	
7.26	0.245979186376537	
7.27	0.245674001281777	
7.28	0.245674001281777	
7.29	0.245674001281777	
7.3	0.245674001281777	
7.31	0.245674001281777	
7.32	0.245674001281777	
7.33	0.246284371471297	
7.34	0.246284371471297	
7.35	0.245674001281777	
7.36	0.245979186376537	
7.37	0.245674001281777	
7.38	0.245674001281777	
7.39	0.246284371471297	
7.4	0.245674001281777	
7.41	0.245674001281777	
7.42	0.245979186376537	
7.43	0.246284371471297	
7.44	0.245063631092257	
7.45	0.245674001281777	
7.46	0.245674001281777	
7.47	0.245674001281777	
7.48	0.245674001281777	
7.49	0.245979186376537	
7.5	0.245674001281777	
7.51	0.245674001281777	
7.52	0.245674001281777	
7.53	0.245979186376537	
7.54	0.245674001281777	
7.55	0.245979186376537	
7.56	0.245674001281777	
7.57	0.245674001281777	
7.58	0.245674001281777	
7.59	0.245674001281777	
7.6	0.245674001281777	
7.61	0.245674001281777	
7.62	0.245674001281777	
7.63	0.245979186376537	
7.64	0.245979186376537	
7.65	0.245368816187017	
7.66	0.245979186376537	
7.67	0.245979186376537	
7.68	0.245674001281777	
7.69	0.245674001281777	
7.7	0.245674001281777	
7.71	0.245674001281777	
7.72	0.245979186376537	
7.73	0.245674001281777	
7.74	0.245979186376537	
7.75	0.245674001281777	
7.76	0.245674001281777	
7.77	0.245674001281777	
7.78	0.245674001281777	
7.79	0.245674001281777	
7.8	0.245674001281777	
7.81	0.245674001281777	
7.82	0.245674001281777	
7.83	0.245674001281777	
7.84	0.245979186376537	
7.85	0.245674001281777	
7.86	0.245674001281777	
7.87	0.245674001281777	
7.88	0.245674001281777	
7.89	0.245674001281777	
7.9	0.245674001281777	
7.91	0.245979186376537	
7.92	0.245674001281777	
7.93	0.245674001281777	
7.94	0.245674001281777	
7.95	0.245674001281777	
7.96	0.245979186376537	
7.97	0.245674001281777	
7.98	0.245674001281777	
7.99	0.245674001281777	
8	0.245674001281777	
8.01	0.245674001281777	
8.02	0.245674001281777	
8.03	0.245674001281777	
8.04	0.245979186376537	
8.05	0.245674001281777	
8.06	0.245979186376537	
8.07	0.245368816187017	
8.08	0.245674001281777	
8.09	0.245674001281777	
8.1	0.245979186376537	
8.11	0.245674001281777	
8.12	0.245674001281777	
8.13	0.245674001281777	
8.14	0.245674001281777	
8.15	0.245674001281777	
8.16	0.245979186376537	
8.17	0.245674001281777	
8.18	0.245674001281777	
8.19	0.245674001281777	
8.2	0.245674001281777	
8.21	0.245674001281777	
8.22	0.245674001281777	
8.23	0.245979186376537	
8.24	0.245674001281777	
8.25	0.245674001281777	
8.26	0.245674001281777	
8.27	0.245674001281777	
8.28	0.245674001281777	
8.29	0.245674001281777	
8.3	0.245674001281777	
8.31	0.245674001281777	
8.32	0.245979186376537	
8.33	0.245979186376537	
8.34	0.245674001281777	
8.35	0.245979186376537	
8.36	0.245674001281777	
8.37	0.245674001281777	
8.38	0.245674001281777	
8.39	0.245674001281777	
8.4	0.245979186376537	
8.41	0.245674001281777	
8.42	0.245674001281777	
8.43	0.245674001281777	
8.44	0.245979186376537	
8.45	0.245674001281777	
8.46	0.245674001281777	
8.47	0.245674001281777	
8.48	0.245674001281777	
8.49	0.245674001281777	
8.5	0.245674001281777	
8.51	0.245674001281777	
8.52	0.245674001281777	
8.53	0.245674001281777	
8.54	0.245674001281777	
8.55	0.245674001281777	
8.56	0.245674001281777	
8.57	0.245674001281777	
8.58	0.245368816187017	
8.59	0.245674001281777	
8.6	0.245368816187017	
8.61	0.245674001281777	
8.62	0.245674001281777	
8.63	0.245674001281777	
8.64	0.245979186376537	
8.65	0.245674001281777	
8.66	0.245674001281777	
8.67	0.245979186376537	
8.68	0.245674001281777	
8.69	0.245674001281777	
8.7	0.245674001281777	
8.71	0.245674001281777	
8.72	0.245674001281777	
8.73	0.245674001281777	
8.74	0.245979186376537	
8.75	0.245674001281777	
8.76	0.245979186376537	
8.77	0.245674001281777	
8.78	0.245674001281777	
8.79	0.245674001281777	
8.8	0.245674001281777	
8.81	0.245674001281777	
8.82	0.245674001281777	
8.83	0.245674001281777	
8.84	0.245368816187017	
8.85	0.245674001281777	
8.86	0.245674001281777	
8.87	0.245368816187017	
8.88	0.245674001281777	
8.89	0.245674001281777	
8.9	0.245674001281777	
8.91	0.245674001281777	
8.92	0.245674001281777	
8.93	0.245674001281777	
8.94	0.245368816187017	
8.95	0.245674001281777	
8.96	0.245674001281777	
8.97	0.245674001281777	
8.98	0.245674001281777	
8.99	0.245063631092257	
9	0.245674001281777	
9.01	0.245674001281777	
9.02	0.245674001281777	
9.03	0.245674001281777	
9.04	0.245674001281777	
9.05	0.245368816187017	
9.06	0.245674001281777	
9.07	0.245674001281777	
9.08	0.245674001281777	
9.09	0.245063631092257	
9.1	0.245674001281777	
9.11	0.245674001281777	
9.12	0.245674001281777	
9.13	0.245674001281777	
9.14	0.245674001281777	
9.15	0.245674001281777	
9.16	0.245674001281777	
9.17	0.245674001281777	
9.18	0.245674001281777	
9.19	0.245674001281777	
9.2	0.245674001281777	
9.21	0.245674001281777	
9.22	0.245674001281777	
9.23	0.245674001281777	
9.24	0.245368816187017	
9.25	0.245674001281777	
9.26	0.245674001281777	
9.27	0.245674001281777	
9.28	0.245674001281777	
9.29	0.245063631092257	
9.3	0.245063631092257	
9.31	0.245368816187017	
9.32	0.245674001281777	
9.33	0.245674001281777	
9.34	0.245368816187017	
9.35	0.245674001281777	
9.36	0.245674001281777	
9.37	0.245979186376537	
9.38	0.245674001281777	
9.39	0.245674001281777	
9.4	0.245063631092257	
9.41	0.245063631092257	
9.42	0.245368816187017	
9.43	0.245674001281777	
9.44	0.245674001281777	
9.45	0.245979186376537	
9.46	0.245674001281777	
9.47	0.245674001281777	
9.48	0.245063631092257	
9.49	0.245674001281777	
9.5	0.245674001281777	
9.51	0.245063631092257	
9.52	0.245674001281777	
9.53	0.245674001281777	
9.54	0.245674001281777	
9.55	0.245674001281777	
9.56	0.245674001281777	
9.57	0.245674001281777	
9.58	0.245368816187017	
9.59	0.245063631092257	
9.6	0.245063631092257	
9.61	0.245674001281777	
9.62	0.245063631092257	
9.63	0.245674001281777	
9.64	0.245674001281777	
9.65	0.245674001281777	
9.66	0.245674001281777	
9.67	0.244758445997497	
9.68	0.245368816187017	
9.69	0.245674001281777	
9.7	0.245063631092257	
9.71	0.245368816187017	
9.72	0.245674001281777	
9.73	0.245674001281777	
9.74	0.245063631092257	
9.75	0.245674001281777	
9.76	0.245368816187017	
9.77	0.244758445997497	
9.78	0.245674001281777	
9.79	0.245674001281777	
9.8	0.245063631092257	
9.81	0.245674001281777	
9.82	0.245063631092257	
9.83	0.245674001281777	
9.84	0.245674001281777	
9.85	0.245063631092257	
9.86	0.245674001281777	
9.87	0.245368816187017	
9.88	0.245063631092257	
9.89	0.245674001281777	
9.9	0.245674001281777	
9.91	0.245368816187017	
9.92	0.245674001281777	
9.93	0.245063631092257	
9.94	0.245063631092257	
9.95	0.245674001281777	
9.96	0.245674001281777	
9.97	0.245674001281777	
9.98	0.245674001281777	
9.99	0.244758445997497	
10	0.245674001281777	
10.01	0.245674001281777	
10.02	0.245063631092257	
10.03	0.245674001281777	
10.04	0.245368816187017	
10.05	0.245674001281777	
10.06	0.245674001281777	
10.07	0.245063631092257	
10.08	0.245368816187017	
10.09	0.245063631092257	
10.1	0.245063631092257	
10.11	0.245063631092257	
10.12	0.245063631092257	
10.13	0.245063631092257	
10.14	0.245063631092257	
10.15	0.245063631092257	
10.16	0.245674001281777	
10.17	0.245063631092257	
10.18	0.244758445997497	
10.19	0.245674001281777	
10.2	0.245063631092257	
10.21	0.245063631092257	
10.22	0.245674001281777	
10.23	0.244148075807978	
10.24	0.245368816187017	
10.25	0.245674001281777	
10.26	0.245674001281777	
10.27	0.245674001281777	
10.28	0.245674001281777	
10.29	0.245674001281777	
10.3	0.245063631092257	
10.31	0.245063631092257	
10.32	0.245063631092257	
10.33	0.245674001281777	
10.34	0.245063631092257	
10.35	0.244758445997497	
10.36	0.245674001281777	
10.37	0.245368816187017	
10.38	0.245368816187017	
10.39	0.245368816187017	
10.4	0.244148075807978	
10.41	0.245674001281777	
10.42	0.245063631092257	
10.43	0.245674001281777	
10.44	0.245674001281777	
10.45	0.245368816187017	
10.46	0.245674001281777	
10.47	0.245674001281777	
10.48	0.245063631092257	
10.49	0.245368816187017	
10.5	0.244148075807978	
10.51	0.245063631092257	
10.52	0.245368816187017	
10.53	0.245368816187017	
10.54	0.245063631092257	
10.55	0.245063631092257	
10.56	0.245063631092257	
10.57	0.245674001281777	
10.58	0.245063631092257	
10.59	0.245063631092257	
10.6	0.245674001281777	
10.61	0.245063631092257	
10.62	0.244758445997497	
10.63	0.245674001281777	
10.64	0.245063631092257	
10.65	0.245674001281777	
