Time(S),Current(A)
75.0,0.0066209
75.1,0.0066124
75.2,0.0065984
75.3,0.0065803
75.4,0.0065346
75.5,0.0065005
75.6,0.0064852
75.7,0.0064806
75.8,0.0064767
75.9,0.0064688
76.0,0.0064879
76.1,0.0065187
76.2,0.0065442
76.3,0.0065615
76.4,0.0065732
76.5,0.0065817
76.6,0.0065864
76.7,0.0065888
76.8,0.0065895
76.9,0.0065891
77.0,0.0065878
77.1,0.0065861
77.2,0.0065841
77.3,0.0065787
77.4,0.0065746
77.5,0.0065595
77.6,0.0065075
77.7,0.0064745
77.8,0.0064602
77.9,0.0064529
78.0,0.0064499
78.1,0.0064438
78.2,0.0064657
78.3,0.0064968
78.4,0.0065198
78.5,0.0065364
78.6,0.0065482
78.7,0.0065555
78.8,0.0065598
78.9,0.0065622
79.0,0.0065634
79.1,0.0065636
79.2,0.006563
79.3,0.006562
79.4,0.0065607
79.5,0.0065594
79.6,0.0065584
79.7,0.006553
79.8,0.0065409
79.9,0.0064983
