0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.7296317,1.6413716,1.5883753,1.5561688,1.5382322,1.5247786,1.5125484,1.5178487,1.5741063,1.6489137,1.713529,1.7691753,1.8127966,1.8435756,1.8647735,1.8790425,1.8882143,1.8941258,1.8977953,1.8996292,1.8979985,1.8916799,1.8839345,1.8649776,1.8081077,1.6811193,1.5832791,1.5213132,1.4846237,1.4595522,1.439984,1.4251037,1.4291804,1.4683169,1.5331361,1.606516,1.6599205,1.6974262,1.7318736,1.7559267,1.7716213,1.7820177,1.7889476,1.7934325,1.7913936,1.780183,1.75878,1.7188292,1.6189501,1.5174406
1.4540479,1.4198045,1.4030895,1.3926941,1.3827069,1.3867836,1.4261231,1.4866616,1.5647304,1.6240463,1.6699086,1.7059867,1.7298357,1.7483846,1.7628567,1.7724367,1.7785523,1.7793676,1.7746797,1.7551115,1.7159749,1.6236382,1.4990958,1.4214351,1.3865795,1.3723105,1.3647693,1.35682,1.344997,1.3653806,1.425715,1.4878851,1.5486276,1.6006055,1.6358683,1.6586978,1.6758201,1.6898841,1.7006875,1.7078216,1.7114911,1.7100635,1.6988528,1.673374,1.6008086,1.4654627,1.3798527,1.3348057,1.31646,1.3105495
1.3058606,1.2970959,1.292612,1.3441817,1.4255118,1.497261,1.5512768,1.5881712,1.6097773,1.6252688,1.6362765,1.6432064,1.6485057,1.6505444,1.6511557,1.644429,1.6201727,1.5745145,1.5025612,1.4246966,1.361508,1.323391,1.3056575,1.2970959,1.2907772,1.2838473,1.3150334,1.3727187,1.4440607,1.5088799,1.5577995,1.5914326,1.6116121,1.6242495,1.6319957,1.6360724,1.6356642,1.6287342,1.6240463,1.611408,1.5423089,1.44243,1.3719033,1.3309321,1.3140141,1.3017839,1.2873118,1.2673364,1.263871,1.2993379
1.35682,1.4167472,1.4668902,1.5041919,1.5298747,1.546997,1.5553535,1.5600424,1.561673,1.5557616,1.5349709,1.5027643,1.4501753,1.3488697,1.2602024,1.21862,1.2043519,1.2006824,1.2002752,1.1957903,1.1843755,1.175815,1.2023131,1.2528644,1.3064728,1.359062,1.4000322,1.4265304,1.4442648,1.4554754,1.4634248,1.468724,1.4691322,1.4672974,1.4573092,1.4200076,1.3127915,1.2094471,1.1617501,1.1358632,1.1240412,1.1142571,1.1028422,1.0875548,1.0787902,1.1024351,1.1491127,1.1980332,1.2341114,1.2591829
1.275897,1.2867005,1.2944468,1.2993379,1.3015808,1.302396,1.2962806,1.2856811,1.2528644,1.2059826,1.1171103,1.0347617,0.99542207,0.973815,0.96301246,0.95220894,0.9395716,0.9222453,0.9275446,0.9652544,1.0249776,1.0830699,1.1293404,1.1619542,1.1819295,1.1929371,1.1996639,1.2029244,1.2043519,1.2043519,1.2012947,1.1906952,1.1576734,1.0516797,0.97177714,0.92958343,0.9030853,0.88616717,0.87475234,0.8663949,0.9320295,1.0117289,1.068802,1.1079384,1.1319906,1.1480933,1.1597122,1.1676615,1.1729608,1.1764262
1.1772416,1.1805029,1.1713301,1.0826628,0.96566164,0.9051232,0.8682296,0.84540004,0.82970446,0.81278634,0.81686306,0.88147825,0.95200485,1.004798,1.0408772,1.0647253,1.0804209,1.0912234,1.0977461,1.1010075,1.102231,1.102231,1.1016197,1.0953001,1.085516,1.0514756,0.9316213,0.8413233,0.8013716,0.7864923,0.78017265,0.77161205,0.7610126,0.80707896,0.8829058,0.9389594,0.97789174,1.0041867,1.021309,1.0319084,1.0382271,1.0414884,1.0429151,1.0319084,1.0054094,0.89105827,0.77772665,0.73736763,0.7165769,0.70455086
0.69028187,0.68763274,0.7430751,0.8146211,0.86802554,0.90654975,0.93345606,0.9511895,0.96260434,0.96953523,0.9746304,0.98156124,0.98196846,0.9762611,0.95832354,0.8920777,0.7964795,0.7314571,0.6945627,0.67356783,0.6468656,0.68375915,0.75979006,0.8221633,0.8645601,0.89105827,0.90675384,0.9149073,0.9185768,0.9183727,0.91450006,0.91103464,0.9102193,0.85518414,0.7275835,0.6401388,0.59774196,0.57919216,0.5751164,0.5614587,0.56675893,0.6277055,0.69395137,0.7418525,0.7779307,0.802595,0.8189019,0.82970446,0.83582,0.83867323
0.8368385,0.8313351,0.8091178,0.738183,0.6226094,0.5618669,0.5333299,0.51763433,0.5023469,0.48298272,0.4972517,0.5516746,0.6164939,0.66826856,0.7055693,0.731049,0.7473558,0.757344,0.7626433,0.7646821,0.7638668,0.7646821,0.7591778,0.721469,0.60752606,0.5219151,0.4837981,0.46667588,0.4477199,0.4507772,0.5233417,0.58938444,0.63524675,0.66765636,0.688244,0.7008813,0.7084235,0.7118889,0.71270424,0.7118889,0.7078122,0.7010854,0.6792752,0.5948878,0.4935822,0.44384724,0.42244428,0.41164076,0.39411137,0.41551435
0.48257554,0.54372525,0.5875497,0.6173092,0.6362662,0.64747685,0.6539996,0.6566497,0.6566497,0.65440774,0.6397316,0.5844924,0.47360677,0.40878752,0.38432726,0.3749513,0.37148586,0.36618567,0.41673687,0.4672881,0.5029591,0.5276225,0.5433181,0.55371344,0.56125563,0.5653323,0.56655484,0.5661477,0.56451696,0.5622741,0.55779016,0.55065614,0.5237498,0.44955465,0.35456774,0.30197862,0.2830217,0.2714028,0.25693074,0.29484463,0.35844037,0.4110295,0.4491465,0.47360677,0.48828295,0.4960282,0.49949366,0.49908552,0.49704763,0.49378628
0.4868554,0.46953008,0.44099307,0.40409955,0.3109474,0.24143921,0.21025307,0.20087712,0.19292681,0.17682403,0.2157564,0.27853778,0.33051467,0.36577845,0.38962746,0.40695277,0.4165328,0.42142487,0.42285147,0.4220371,0.41938698,0.41592154,0.41184482,0.40083817,0.39248067,0.36170176,0.2557082,0.1884429,0.15929465,0.14441441,0.13829982,0.12586561,0.17050537,0.233898,0.28077972,0.31461596,0.33866808,0.35354832,0.362313,0.36720508,0.3696511,0.37005925,0.36883575,0.36679786,0.36414778,0.36149767,0.3594598,0.3484522,0.3237888,0.2369553
