n_cycles,peak_mean,peak_std,peak_max,peak_min,CV_percent,AUC,SNR_dB,rise_slope,fall_slope,symmetry,period_mean,period_std,filename
45,0.009053043651361389,0.0012044910373911555,0.010874186224699848,0.00684679361266706,13.304818619868525,0.2191886728950368,31.01132918793931,0.01903006441664668,0.01989878543111034,0.9563430131215206,0.8840909090909086,0.10950961314834778,state_2_15.xlsx
39,0.010786554557143828,0.00048787398772418575,0.011615335363274297,0.009768467423930461,4.5229826182177115,0.21853533658924784,31.46710595905568,0.023391988190945845,0.023150890765205698,1.0104141749095246,0.854473684210527,0.07304279093434468,state_2_20.xlsx
29,0.013681601929455294,0.0007755471826166153,0.014666025726189979,0.012163819597378066,5.668540764564491,0.4831345359904917,38.87089851840165,0.011497133292753264,0.012328169383431559,0.9325904710722773,1.928928571428571,0.2280403987660727,state_2_25.xlsx
81,0.01578012532152751,0.0013746963315509726,0.01822805156079288,0.013070201670559218,8.711567896584377,1.14437875767341,33.14934063517288,0.01803489173638725,0.022903449811288785,0.7874312335034397,1.2818750000000008,0.49244566641914744,state_2_30.xlsx
30,0.02371945545672031,0.002490120050343511,0.02561349582136991,0.014898951168723326,10.49821761248738,1.2564568142865076,42.4026777856304,0.012753704131794238,0.013763621791365555,0.9266241346296745,2.481034482758622,0.6953458322282107,state_2_35.xlsx
44,0.028882520083172894,0.002886513254560561,0.032224863300430034,0.021899481185837254,9.993979909814927,1.7163851375679187,37.338214018223454,0.01941451044808923,0.02591530012303495,0.7491524449231649,1.863720930232558,0.6263219443177953,state_2_40.xlsx
11,0.03239545093994181,0.006448631665145363,0.03977446616421161,0.014222798162095911,19.905979012610548,0.5081866599472079,38.63084898820347,0.018355486627738345,0.02542850005429249,0.7218470058614339,1.6769999999999983,1.1134096281243533,state_2_45.xlsx
15,0.059126517957295774,0.0038077137554259053,0.06625198902733376,0.05229802584731265,6.439942494459141,1.3254008023098058,41.34817071801642,0.045387186180868,0.03997870841904168,1.1352839542772795,2.4014285714285637,0.2711577596386216,state_2_50.xlsx
12,0.1104451148363743,0.005084804295235014,0.12250550411019209,0.10075252762575534,4.603919605469386,3.4465754527658046,44.728719890775324,0.07021239185770906,0.049428654452877474,1.4204795302418285,3.4045454545454588,0.83476032092359,state_2_55.xlsx
41,0.1292667525463148,0.0043637530978606395,0.14032525100762516,0.11912751401649503,3.3757737483945505,13.16999708331522,45.15848458534934,0.06460218230396766,0.0807798362394058,0.7997315334052832,3.2912500000000025,1.0593634586391956,state_2_60.xlsx
8,0.005349155567883972,0.0005267030910315887,0.006076835449085654,0.00459923042075949,9.846471734602082,0.042964877197586814,33.95394750180264,0.007015030088863795,0.006984525957153528,1.0043673875503354,1.4314285714285708,0.25581402683693677,state_3_5_5_waves.xlsx
12,0.0036873947751955485,0.0006845518104490015,0.004170823134928985,0.0014878595697469335,18.56464664575272,0.027033114748422654,29.03791789560339,0.004594024426616975,0.004475474272951902,1.0264888470885747,0.8218181818181837,0.28286900861186864,state_3_10_5_waves.xlsx
13,0.00398893830055724,0.001509418257588759,0.005715945437243299,0.0015502361204811472,37.84010039407977,0.031847718302410184,28.670855887039682,0.008350014563195157,0.005507346334329457,1.5161593363297727,0.7891666666666666,0.2794774389622356,state_3_15_5_waves.xlsx
8,0.009520989643266326,0.0008180317261241135,0.01037211723379069,0.007521913955641268,8.591877071336409,0.058111526580960304,32.43574605494487,0.015527326317701923,0.01295242248784025,1.1987970846595681,1.2442857142857113,0.15286381827880482,state_3_20_5_waves.xlsx
