10.01	5.107652345731791
10.02	5.110064017607481
10.03	4.901381904654226
10.04	4.710295345867421
10.05	3.728217023365977
10.06	3.7248109675364818
10.07	3.7222060005008597
10.08	3.5406555080001625
10.09	3.142060666308195
10.1	2.9354885567810807
10.11	2.7625559047629435
10.12	2.345896120491666
10.13	2.358698156180604
10.14	2.3669057461199694
10.15	2.352432437856099
10.16	1.960811466784242
10.17	1.5793833563390485
10.18	1.5688647487058218
10.19	1.379699851333621
10.2	1.1786273830894467
10.21	1.183448664533962
10.22	0.5866212363147143
10.23	0.9731214819413158
10.24	0.8098422661665565
10.25	0.6003524169595273
10.26	0.5775303498572545
10.27	0.5885441808770717
10.28	0.5864394496558424
10.29	0.5840386802017714
10.3	0.5940617504519377
10.31	0.5789188158747758
10.32	0.5899883098947242
10.33	1.3499290361913734
10.34	0.5831540057811572
10.35	1.5629177836340298
10.36	1.5828190358327265
10.37	1.9627689143346676
10.38	1.7800056339220427
10.39	2.363371841013649
10.4	2.3727426721512557
10.41	2.5471766109309835
10.42	3.146999684484373
10.43	3.135445193466337
10.44	3.3475527654570962
10.45	3.749174895134791
10.46	4.324399748650115
10.47	4.3189559021105675
10.48	4.911238308655641
10.49	5.114281397324479
10.5	5.690865006276046
10.51	6.2701351052906515
10.52	6.470290468883693
10.53	6.685753844750998
10.54	6.881258396022688
10.55	7.861377303260835
10.56	8.051581112747872
10.57	8.658659732177995
10.58	9.02598192366002
10.59	9.429767339471452
10.6	10.015171295929768
10.61	10.603320208770594
10.62	11.190976761591276
10.63	11.595045217378702
10.64	11.789116292074072
10.65	12.566272421398613
10.66	12.768354861804758
10.67	12.981857360036793
10.68	13.145560254679525
10.69	14.126503034743648
10.7	14.735890293632142
10.71	15.126271348496758
10.72	15.319215711510592
10.73	15.719107770841406
10.74	15.914723561361933
10.75	16.295941400496424
10.76	16.31379753260986
10.77	17.29864175080111
10.78	17.49793325994953
10.79	17.88255862392927
10.8	18.078334498137735
10.81	18.859358267959824
10.82	18.67471560136499
10.83	19.057834276202726
10.84	19.058987107952248
10.85	19.45980311544912
10.86	19.462447487328014
