Time(S),Current(A)
65.0,0.0031264
65.1,0.0031346
65.2,0.003219
65.3,0.0032798
65.4,0.0033195
65.5,0.0033451
65.6,0.0033565
65.7,0.0033375
65.8,0.0032906
65.9,0.0032382
66.0,0.0031998
66.1,0.0031619
66.2,0.0031477
66.3,0.0031373
66.4,0.0031411
66.5,0.0031536
66.6,0.0032343
66.7,0.0032867
66.8,0.0033246
66.9,0.0033539
67.0,0.0033736
67.1,0.003371
67.2,0.0033354
67.3,0.0032944
67.4,0.0032622
67.5,0.0032388
67.6,0.0032185
67.7,0.0032086
67.8,0.0032197
67.9,0.0032384
68.0,0.0033058
68.1,0.0033607
68.2,0.0033974
68.3,0.0034208
68.4,0.0034295
68.5,0.0034292
68.6,0.0034138
68.7,0.0033869
68.8,0.003369
68.9,0.0033475
69.0,0.0033335
69.1,0.0033265
69.2,0.0033207
69.3,0.0033267
69.4,0.0033453
69.5,0.0034046
69.6,0.003452
69.7,0.0034833
69.8,0.0034901
69.9,0.0034909
