Time(S),Current(A)
90.0,0.0036928
90.1,0.0036883
90.2,0.003691
90.3,0.0037205
90.4,0.0038345
90.5,0.0038966
90.6,0.0039357
90.7,0.0039622
90.8,0.0039759
90.9,0.0039397
91.0,0.0038773
91.1,0.0038256
91.2,0.0037798
91.3,0.0037494
91.4,0.0037367
91.5,0.003737
91.6,0.0037712
91.7,0.003868
91.8,0.0039327
91.9,0.0039683
92.0,0.0039857
92.1,0.0039505
92.2,0.0038856
92.3,0.0038279
92.4,0.0037801
92.5,0.0037446
92.6,0.0037206
92.7,0.0037118
92.8,0.0037151
92.9,0.0037258
93.0,0.0037735
93.1,0.0039006
93.2,0.0039855
93.3,0.0040339
93.4,0.0040536
93.5,0.0040108
93.6,0.0039274
93.7,0.003853
93.8,0.0037973
93.9,0.0037679
94.0,0.003758
94.1,0.0037614
94.2,0.0038282
94.3,0.0039382
94.4,0.0040041
94.5,0.0040466
94.6,0.0040521
94.7,0.0040034
94.8,0.0039314
94.9,0.0038574
