Time(S),Current(A)
140.0,0.0038679
140.1,0.0039088
140.2,0.0040775
140.3,0.0042226
140.4,0.0043104
140.5,0.0043598
140.6,0.0043728
140.7,0.0042913
140.8,0.0041754
140.9,0.0040803
141.0,0.0040042
141.1,0.0039552
141.2,0.0039297
141.3,0.0039267
141.4,0.0039344
141.5,0.0039515
141.6,0.0040746
141.7,0.0041899
141.8,0.0042624
141.9,0.0042966
142.0,0.0042504
142.1,0.0041267
142.2,0.0040185
142.3,0.0039381
142.4,0.0038863
142.5,0.0038587
142.6,0.0038488
142.7,0.0038511
142.8,0.003871
142.9,0.0039039
143.0,0.0040347
143.1,0.0041187
143.2,0.0041751
143.3,0.0042039
143.4,0.0041609
143.5,0.0040654
143.6,0.0039851
143.7,0.0039162
143.8,0.0038675
143.9,0.0038349
144.0,0.0038133
144.1,0.0038051
144.2,0.003816
144.3,0.0038683
144.4,0.0039067
144.5,0.0039297
144.6,0.0039349
144.7,0.0038816
144.8,0.0037791
144.9,0.0036999
