Time(S),Current(A)
70.0,0.0034761
70.1,0.0034492
70.2,0.0034197
70.3,0.0033923
70.4,0.0033755
70.5,0.0033691
70.6,0.0033712
70.7,0.0033893
70.8,0.0033844
70.9,0.0033569
71.0,0.0033519
71.1,0.0033528
71.2,0.0033421
71.3,0.0033027
71.4,0.0032734
71.5,0.003253
71.6,0.003273
71.7,0.0033014
71.8,0.003333
71.9,0.0033664
72.0,0.0033995
72.1,0.0034696
72.2,0.003503
72.3,0.0035349
72.4,0.0035625
72.5,0.0035803
72.6,0.003589
72.7,0.00359
72.8,0.0035679
72.9,0.0035387
73.0,0.0035153
73.1,0.0035056
73.2,0.0035157
73.3,0.0035462
73.4,0.0036285
73.5,0.0036958
73.6,0.0037298
73.7,0.0037354
73.8,0.0037298
73.9,0.0037103
74.0,0.0036816
74.1,0.0036502
74.2,0.0036249
74.3,0.0036129
74.4,0.003614
74.5,0.0036314
74.6,0.003693
74.7,0.0037402
74.8,0.0037679
74.9,0.0037814
