Time(S),Current(A)
115.0,0.0041796
115.1,0.0041667
115.2,0.0041081
115.3,0.004039
115.4,0.0039834
115.5,0.0039384
115.6,0.0039069
115.7,0.0038885
115.8,0.0038806
115.9,0.0038789
116.0,0.0039353
116.1,0.0040881
116.2,0.0041873
116.3,0.0042498
116.4,0.0042867
116.5,0.0043016
116.6,0.0042491
116.7,0.0041461
116.8,0.0040614
116.9,0.0039927
117.0,0.0039455
117.1,0.0039152
117.2,0.0038961
117.3,0.003889
117.4,0.0038959
117.5,0.0040176
117.6,0.0041352
117.7,0.0042127
117.8,0.0042635
117.9,0.0042952
118.0,0.0043078
118.1,0.0042496
118.2,0.0041407
118.3,0.0040517
118.4,0.0039842
118.5,0.0039374
118.6,0.00391
118.7,0.0038976
118.8,0.0038938
118.9,0.0040249
119.0,0.0040944
119.1,0.0041437
119.2,0.0041755
119.3,0.004189
119.4,0.0041655
119.5,0.0040801
119.6,0.0039907
119.7,0.0039209
119.8,0.0038745
119.9,0.0038408
